Order Date,Category,Sales
13/03/2018,Office Supplies,174.3
24/09/2018,Technology,383.96
24/09/2018,Office Supplies,15.57
13/08/2017,Office Supplies,22.32
13/08/2017,Office Supplies,103.6
20/11/2018,Technology,2.97
20/11/2018,Technology,569.99
20/11/2018,Furniture,50.97
25/07/2018,Furniture,298.116
25/03/2017,Office Supplies,59.52
15/07/2017,Furniture,230.28
15/07/2017,Office Supplies,105.52
17/08/2018,Office Supplies,23.36
17/08/2018,Technology,71.976
17/08/2018,Office Supplies,8.56
17/08/2018,Office Supplies,13.92
17/08/2018,Office Supplies,2518.29
17/08/2018,Office Supplies,540.57
17/08/2018,Office Supplies,221.056
14/12/2017,Furniture,81.424
14/12/2017,Office Supplies,134.8
25/12/2018,Office Supplies,39.582
25/12/2018,Office Supplies,44.688
25/12/2018,Office Supplies,31.744
25/12/2018,Office Supplies,40.98
25/12/2018,Office Supplies,3.168
1/3/2015,Office Supplies,18.84
1/3/2015,Furniture,362.25
1/3/2015,Furniture,63.552
1/3/2015,Office Supplies,129.552
19/11/2016,Office Supplies,5.984
19/11/2016,Technology,861.76
1/4/2015,Office Supplies,66.96
1/4/2015,Office Supplies,6.24
5/10/2018,Furniture,435.168
5/10/2018,Office Supplies,14.9
5/10/2018,Office Supplies,15.8
5/10/2018,Furniture,72.9
5/10/2018,Furniture,206.352
5/10/2018,Technology,7.992
18/11/2018,Office Supplies,81.36
18/11/2018,Office Supplies,20.232
18/11/2018,Office Supplies,389.056
18/11/2018,Office Supplies,20.736
18/11/2018,Office Supplies,41.472
23/03/2016,Office Supplies,33.36
10/10/2017,Furniture,90.882
10/10/2017,Technology,15.992
10/10/2017,Furniture,120.784
16/08/2016,Technology,519.792
16/08/2016,Technology,31.176
16/08/2016,Office Supplies,10.368
16/08/2016,Office Supplies,2.724
16/08/2016,Furniture,254.352
16/08/2016,Office Supplies,3.762
16/08/2016,Office Supplies,10.272
31/05/2015,Technology,659.97
31/05/2015,Technology,113.73
27/08/2016,Office Supplies,5.104
3/1/2015,Office Supplies,16.448
10/9/2015,Office Supplies,81.92
10/9/2015,Furniture,254.9
22/01/2018,Office Supplies,15.12
22/01/2018,Office Supplies,7.872
21/04/2017,Office Supplies,8.32
20/07/2017,Technology,89.95
23/08/2017,Office Supplies,25.2
23/08/2017,Office Supplies,37.59
23/08/2017,Office Supplies,14.97
23/08/2017,Technology,1.98
14/06/2017,Office Supplies,39.936
14/06/2017,Technology,18.464
20/11/2016,Office Supplies,4.896
20/11/2016,Furniture,145.764
20/11/2016,Office Supplies,9.612
3/11/2018,Technology,199.75
3/11/2018,Furniture,1673.184
4/5/2015,Furniture,12.18
4/5/2015,Office Supplies,57.68
8/11/2016,Technology,263.96
12/12/2016,Technology,299.94
12/12/2016,Office Supplies,25.76
1/12/2015,Technology,271.9
1/12/2015,Furniture,45.84
1/12/2015,Furniture,9.82
7/10/2017,Office Supplies,93.36
17/11/2016,Office Supplies,541.24
17/11/2016,Office Supplies,106.32
17/11/2016,Furniture,1323.9
17/03/2015,Office Supplies,126.624
20/06/2016,Technology,125.944
25/05/2018,Office Supplies,663.92
25/05/2018,Technology,120
25/05/2018,Office Supplies,3.29
25/05/2018,Furniture,18.84
9/9/2015,Furniture,60.672
9/9/2015,Office Supplies,30.816
17/10/2018,Technology,52.792
2/11/2018,Office Supplies,83.9
2/11/2018,Office Supplies,11.76
21/07/2015,Office Supplies,4.992
21/07/2015,Office Supplies,87.92
21/07/2015,Furniture,657.93
21/07/2015,Office Supplies,1.044
11/9/2016,Furniture,210.68
11/9/2016,Office Supplies,78.8
11/9/2016,Technology,19.99
11/9/2016,Office Supplies,772.68
21/10/2017,Technology,106.08
7/1/2017,Furniture,23.076
7/1/2017,Office Supplies,25.92
25/06/2016,Office Supplies,47.952
25/06/2016,Office Supplies,0.984
25/06/2016,Furniture,75.384
25/06/2016,Office Supplies,4.608
20/09/2016,Office Supplies,37.68
10/7/2018,Office Supplies,41.91
30/06/2018,Furniture,435.999
21/08/2018,Furniture,388.704
21/08/2018,Office Supplies,572.58
21/08/2018,Technology,33.18
11/3/2018,Technology,63.88
11/3/2018,Furniture,26.72
15/09/2018,Office Supplies,295.056
20/09/2017,Office Supplies,393.25
15/12/2017,Office Supplies,2.214
3/11/2018,Office Supplies,16.272
3/7/2017,Office Supplies,706.86
26/09/2015,Office Supplies,5.97
26/09/2015,Furniture,21.184
26/09/2015,Office Supplies,41.376
14/07/2015,Office Supplies,17.94
28/09/2018,Office Supplies,2.655
28/08/2016,Office Supplies,892.35
28/08/2016,Furniture,307.666
28/08/2016,Office Supplies,728.82
28/08/2016,Office Supplies,41.36
28/08/2016,Technology,43.176
28/08/2016,Furniture,4.16
20/09/2016,Office Supplies,61.4
20/09/2016,Office Supplies,24.448
7/11/2017,Technology,263.96
7/11/2017,Technology,359.97
7/11/2017,Office Supplies,12.96
7/11/2017,Office Supplies,116.82
7/11/2017,Office Supplies,276.784
20/10/2016,Technology,239.97
20/10/2016,Furniture,16.02
1/1/2018,Office Supplies,454.56
1/1/2018,Furniture,141.42
1/1/2018,Furniture,310.744
1/1/2018,Office Supplies,12.736
1/1/2018,Office Supplies,6.47
1/1/2018,Office Supplies,13.748
1/1/2018,Office Supplies,15.224
23/06/2016,Furniture,27.42
23/06/2016,Office Supplies,165.98
23/06/2016,Technology,75
22/11/2017,Office Supplies,134.272
26/10/2016,Office Supplies,146.544
26/10/2016,Office Supplies,131.904
26/10/2016,Office Supplies,203.88
26/10/2016,Office Supplies,14.301
26/10/2016,Office Supplies,718.64
20/10/2017,Furniture,61.1
28/04/2018,Office Supplies,28.08
29/09/2017,Office Supplies,10.496
10/7/2016,Office Supplies,39.92
7/8/2016,Office Supplies,77.58
7/12/2015,Office Supplies,269.36
10/12/2016,Office Supplies,5.76
8/11/2018,Office Supplies,109.9
27/07/2018,Furniture,23.88
27/07/2018,Office Supplies,26.2
27/07/2018,Office Supplies,12.96
27/07/2018,Technology,234.95
28/12/2018,Office Supplies,118.25
28/12/2018,Office Supplies,4.28
10/3/2017,Technology,26.85
10/3/2017,Technology,3357.6
22/05/2016,Office Supplies,8.26
22/05/2016,Technology,2973.32
22/05/2016,Office Supplies,104.79
22/05/2016,Technology,775.728
17/02/2018,Furniture,89.0664
17/02/2018,Office Supplies,175.44
17/02/2018,Technology,438.336
8/12/2018,Furniture,215.544
18/11/2018,Office Supplies,55.584
18/11/2018,Furniture,127.386
1/12/2017,Furniture,248.43
1/12/2017,Office Supplies,11.648
1/12/2017,Furniture,85.246
3/10/2018,Office Supplies,20.64
29/08/2018,Furniture,148.02
24/11/2018,Office Supplies,33.29
30/06/2018,Office Supplies,204.95
22/07/2018,Furniture,526.344
11/11/2017,Furniture,41.96
11/11/2017,Furniture,451.152
11/11/2017,Office Supplies,31.504
9/12/2015,Office Supplies,30.672
9/12/2015,Technology,1079.976
7/9/2018,Furniture,161.568
6/2/2016,Office Supplies,2.934
6/2/2016,Technology,18.528
6/2/2016,Office Supplies,670.752
26/08/2018,Furniture,64.96
20/07/2015,Technology,41.94
20/07/2015,Office Supplies,11.96
20/07/2015,Office Supplies,13.12
20/07/2015,Office Supplies,535.41
8/10/2016,Furniture,72.78
16/02/2016,Office Supplies,36.84
16/02/2016,Office Supplies,87.71
12/8/2017,Furniture,562.2925
9/11/2015,Furniture,56.52
18/07/2017,Office Supplies,11.264
18/07/2017,Office Supplies,284.08
18/07/2017,Office Supplies,18.496
5/2/2017,Office Supplies,14.73
5/2/2017,Office Supplies,186.54
5/2/2017,Furniture,557.728
5/2/2017,Technology,159.968
20/06/2015,Office Supplies,471.9
20/06/2015,Office Supplies,3.52
9/6/2018,Office Supplies,49.12
27/12/2017,Office Supplies,20.16
26/01/2015,Office Supplies,10.68
26/01/2015,Furniture,141.96
23/03/2018,Office Supplies,32.48
23/03/2018,Office Supplies,20.04
23/03/2018,Technology,13999.96
20/03/2018,Technology,238
20/03/2018,Office Supplies,61.96
4/10/2017,Furniture,239.372
18/11/2017,Technology,595
26/12/2018,Office Supplies,16.032
9/3/2017,Technology,199.75
16/02/2017,Furniture,227.96
28/09/2016,Office Supplies,293.52
28/09/2016,Technology,307.98
2/11/2016,Furniture,96.96
2/11/2016,Office Supplies,117.488
2/11/2016,Office Supplies,11.952
2/11/2016,Furniture,512.499
31/07/2017,Furniture,863.128
6/11/2018,Furniture,2036.86
6/11/2018,Furniture,449.568
6/11/2018,Technology,108.96
14/02/2017,Office Supplies,264.18
9/7/2015,Office Supplies,2.88
9/7/2015,Office Supplies,41.904
9/7/2015,Office Supplies,23.92
30/01/2017,Office Supplies,156.512
22/09/2017,Office Supplies,128.34
22/12/2018,Technology,474.95
2/9/2017,Technology,999.98
2/8/2016,Furniture,277.5
21/11/2016,Furniture,1252.704
21/11/2016,Technology,110.97
18/05/2018,Furniture,22.608
18/05/2018,Furniture,1.892
23/07/2018,Office Supplies,63.312
13/09/2016,Office Supplies,7.824
13/09/2016,Furniture,170.072
10/12/2017,Office Supplies,62.82
2/10/2016,Office Supplies,19.44
2/10/2016,Office Supplies,7.38
17/11/2018,Office Supplies,38.88
17/11/2018,Furniture,187.76
30/11/2016,Office Supplies,6.048
30/11/2016,Office Supplies,98.352
30/11/2016,Furniture,335.744
6/12/2016,Office Supplies,8.96
5/9/2018,Technology,89.568
5/9/2018,Office Supplies,71.96
5/9/2018,Office Supplies,15.552
24/04/2018,Office Supplies,10.43
24/04/2018,Office Supplies,72.784
8/11/2016,Office Supplies,67.15
8/11/2016,Technology,549.98
8/11/2016,Furniture,11.82
8/11/2016,Technology,4643.8
8/11/2016,Furniture,577.764
26/04/2016,Furniture,191.5155
26/04/2016,Office Supplies,2.624
20/09/2016,Office Supplies,1369.764
20/09/2016,Office Supplies,294.368
7/9/2018,Office Supplies,81.568
7/11/2017,Furniture,44.46
7/11/2017,Office Supplies,314.088
25/09/2016,Office Supplies,6.336
25/09/2016,Office Supplies,10.48
25/09/2016,Office Supplies,2.469
25/09/2016,Office Supplies,3.264
3/10/2015,Office Supplies,4.344
3/10/2015,Furniture,31.776
3/10/2015,Office Supplies,4.928
3/10/2015,Office Supplies,1.788
3/10/2015,Office Supplies,15.072
18/02/2015,Office Supplies,12.624
12/6/2017,Office Supplies,185.88
12/6/2017,Office Supplies,12.96
1/11/2018,Office Supplies,189.7
1/11/2018,Office Supplies,40.99
4/4/2017,Furniture,82.64
4/4/2017,Office Supplies,31.02
4/4/2017,Technology,89.97
30/06/2017,Office Supplies,35.97
30/06/2017,Furniture,1266.86
22/09/2015,Office Supplies,169.45
22/09/2015,Office Supplies,40.68
1/5/2018,Office Supplies,3.328
1/5/2018,Furniture,933.262
1/5/2018,Furniture,2803.92
20/10/2018,Office Supplies,4.768
20/10/2018,Office Supplies,6.672
20/10/2018,Office Supplies,4.448
20/10/2018,Furniture,43.936
1/9/2015,Office Supplies,23.744
1/9/2015,Technology,357
12/8/2015,Technology,806.336
12/8/2015,Furniture,85.44
19/08/2015,Office Supplies,344.91
10/5/2016,Office Supplies,70.97
10/5/2016,Office Supplies,36.784
10/5/2017,Technology,743.988
5/3/2016,Office Supplies,11.212
5/3/2016,Furniture,4.712
5/3/2016,Office Supplies,180.98
5/3/2016,Office Supplies,60.416
12/8/2018,Technology,299.99
12/8/2018,Office Supplies,192.16
12/8/2018,Technology,242.624
12/8/2018,Office Supplies,46.74
12/8/2018,Technology,174.95
12/8/2018,Office Supplies,100.704
26/06/2017,Office Supplies,368.91
26/06/2017,Office Supplies,8.02
26/06/2017,Office Supplies,171.04
15/12/2017,Office Supplies,19.44
13/09/2016,Office Supplies,13.092
30/12/2015,Office Supplies,122.94
30/12/2015,Office Supplies,35.448
29/04/2015,Technology,19.98
30/01/2018,Furniture,69.375
30/01/2018,Office Supplies,31.68
30/01/2018,Technology,2003.168
30/01/2018,Office Supplies,9.344
25/12/2017,Furniture,2563.056
20/10/2017,Furniture,387.136
13/06/2016,Office Supplies,3.424
30/06/2018,Office Supplies,1085.42
26/06/2016,Office Supplies,43.056
21/02/2017,Office Supplies,3.762
21/02/2017,Office Supplies,34.86
21/02/2017,Office Supplies,432.456
22/04/2018,Office Supplies,675.06
9/5/2018,Office Supplies,65.232
9/5/2018,Furniture,207
21/12/2016,Technology,600.53
21/12/2016,Office Supplies,59.904
21/12/2016,Technology,637.44
21/12/2016,Furniture,51.756
12/8/2015,Office Supplies,31.104
12/8/2015,Office Supplies,47.96
12/8/2015,Technology,158.928
12/8/2015,Office Supplies,211.248
12/8/2015,Office Supplies,5.552
12/8/2015,Office Supplies,2.952
11/12/2016,Office Supplies,10.332
3/11/2018,Office Supplies,18.368
13/03/2018,Technology,299.9
30/05/2017,Office Supplies,26.55
30/05/2017,Technology,111.98
5/7/2016,Furniture,4.928
5/7/2016,Office Supplies,11.784
11/3/2015,Office Supplies,7.98
20/04/2016,Office Supplies,180.96
26/07/2018,Technology,1649.95
26/07/2018,Furniture,362.352
31/10/2015,Technology,73.584
3/11/2018,Furniture,486.368
11/8/2017,Office Supplies,32.4
11/8/2017,Office Supplies,41.86
11/8/2017,Office Supplies,77.56
25/07/2017,Office Supplies,37.17
1/3/2015,Office Supplies,137.352
1/3/2015,Furniture,376.509
26/01/2018,Furniture,62.72
26/01/2018,Technology,2939.93
12/7/2015,Furniture,512.358
12/7/2015,Office Supplies,3.488
12/7/2015,Office Supplies,22.288
12/7/2015,Office Supplies,16.032
11/4/2018,Office Supplies,1.752
11/4/2018,Office Supplies,20.992
13/11/2018,Office Supplies,11.21
5/12/2016,Office Supplies,45.04
26/09/2017,Office Supplies,15.624
19/11/2017,Office Supplies,8.74
19/11/2017,Office Supplies,44.75
8/9/2018,Office Supplies,61.68
8/9/2018,Technology,158.376
21/07/2018,Office Supplies,2.864
21/07/2018,Office Supplies,94.192
6/10/2018,Office Supplies,143.7
6/10/2018,Office Supplies,6.48
7/11/2018,Technology,7.88
9/3/2017,Office Supplies,11.21
9/3/2017,Furniture,354.9
9/3/2017,Office Supplies,17.94
9/3/2017,Office Supplies,51.8
13/05/2018,Office Supplies,299.52
2/7/2017,Office Supplies,7.7
27/12/2015,Office Supplies,23.92
27/12/2015,Technology,498
13/04/2018,Furniture,436.704
14/11/2015,Office Supplies,32.4
11/6/2018,Office Supplies,61.44
25/11/2017,Office Supplies,73.36
21/03/2015,Office Supplies,59.2
21/03/2015,Furniture,32.952
21/03/2015,Furniture,218.376
30/04/2016,Furniture,31.4
30/04/2016,Furniture,9.48
30/04/2016,Technology,209.5
30/04/2016,Furniture,24.3
30/04/2016,Office Supplies,6.48
3/5/2018,Furniture,32.448
3/5/2018,Office Supplies,26.388
3/5/2018,Furniture,373.47
3/5/2018,Office Supplies,64.2
3/5/2018,Office Supplies,8
26/08/2017,Furniture,186.54
11/4/2015,Office Supplies,87.08
11/4/2015,Technology,105.584
11/4/2015,Technology,217.44
2/1/2018,Office Supplies,31.744
2/1/2018,Office Supplies,5.432
2/1/2018,Furniture,913.43
2/1/2018,Office Supplies,372.144
28/04/2018,Technology,751.984
30/01/2018,Technology,604.768
7/9/2015,Office Supplies,27.36
7/9/2015,Office Supplies,20.56
7/9/2015,Office Supplies,83.92
11/6/2017,Furniture,902.712
17/10/2017,Furniture,120.666
27/12/2015,Office Supplies,4.984
24/11/2017,Furniture,82.26
10/11/2017,Office Supplies,29.74
5/1/2016,Office Supplies,87.36
5/1/2016,Office Supplies,56.16
21/03/2018,Office Supplies,64.384
12/11/2016,Office Supplies,64.784
12/11/2016,Office Supplies,15.552
12/11/2016,Office Supplies,223.888
9/9/2015,Office Supplies,10.896
17/03/2017,Technology,84.784
8/2/2017,Furniture,241.5
26/11/2017,Technology,59.97
26/11/2017,Office Supplies,13.36
4/9/2018,Office Supplies,11.808
28/05/2016,Office Supplies,16.24
28/05/2016,Office Supplies,77.55
1/11/2015,Office Supplies,76.12
27/12/2017,Office Supplies,17.184
4/12/2018,Office Supplies,11.76
23/12/2018,Furniture,27.46
1/12/2017,Technology,137.94
1/12/2017,Furniture,111.15
1/12/2017,Office Supplies,901.95
1/12/2017,Furniture,366.009
30/06/2015,Office Supplies,310.688
3/9/2015,Office Supplies,7.68
2/11/2018,Furniture,155.372
13/04/2016,Office Supplies,10.744
5/12/2016,Office Supplies,232.4
5/12/2016,Furniture,164.646
5/12/2016,Office Supplies,22.68
1/2/2017,Office Supplies,105.52
8/7/2018,Furniture,83.92
8/7/2018,Technology,141.9
8/7/2018,Furniture,39.98
8/7/2018,Office Supplies,28.91
8/7/2018,Office Supplies,174.95
11/12/2016,Office Supplies,110.528
15/11/2017,Furniture,630.024
9/5/2017,Office Supplies,27.86
10/3/2018,Furniture,933.408
17/12/2017,Office Supplies,51.84
17/12/2017,Technology,165.6
6/4/2018,Office Supplies,106.32
9/5/2018,Office Supplies,147.92
9/5/2018,Office Supplies,104.28
9/5/2018,Furniture,286.85
9/5/2018,Office Supplies,66.96
9/5/2018,Technology,199.98
12/10/2018,Technology,45
12/10/2018,Office Supplies,17.9
12/10/2018,Furniture,40.48
12/10/2018,Furniture,2154.9
28/08/2017,Office Supplies,18.432
2/10/2016,Office Supplies,10.944
23/11/2018,Office Supplies,4.36
12/11/2018,Technology,62.352
19/12/2017,Furniture,303.92
30/03/2015,Office Supplies,129.3
8/11/2018,Furniture,274.2
14/09/2015,Office Supplies,6.048
14/09/2015,Office Supplies,6.848
14/09/2015,Furniture,9.96
14/09/2015,Office Supplies,8.552
20/09/2016,Office Supplies,45.584
10/12/2016,Technology,25.488
28/05/2015,Office Supplies,136.96
14/03/2018,Technology,49.616
8/12/2017,Office Supplies,10.584
6/5/2018,Office Supplies,84.416
6/3/2017,Technology,431.94
6/3/2017,Office Supplies,2.043
6/3/2017,Technology,68.238
23/10/2018,Furniture,240.744
23/10/2018,Furniture,35
23/10/2018,Furniture,210.68
23/10/2018,Furniture,637.896
23/10/2018,Office Supplies,43.44
23/10/2018,Office Supplies,2.22
28/04/2015,Technology,1679.96
18/04/2017,Furniture,344.372
18/04/2017,Office Supplies,1554.936
18/04/2017,Furniture,127.88
22/05/2017,Technology,222.384
28/05/2018,Furniture,106.869
28/05/2018,Office Supplies,3.564
25/08/2015,Office Supplies,25.68
25/08/2015,Office Supplies,12.384
30/08/2015,Office Supplies,25.3
30/08/2015,Office Supplies,95.94
3/9/2016,Office Supplies,7.5
28/03/2015,Technology,302.376
10/5/2016,Technology,46.688
9/4/2016,Office Supplies,17.94
9/4/2016,Office Supplies,370.14
19/09/2017,Office Supplies,8.928
11/11/2017,Furniture,2678.94
23/04/2018,Furniture,387.136
23/04/2018,Technology,45.408
23/04/2018,Furniture,77.952
23/04/2018,Office Supplies,3
22/10/2016,Office Supplies,9.952
9/4/2018,Office Supplies,37.896
9/4/2018,Office Supplies,65.584
27/10/2018,Office Supplies,44.784
30/10/2016,Technology,1035.8
18/12/2018,Office Supplies,5.76
12/3/2017,Office Supplies,19.98
21/07/2015,Technology,35.98
24/05/2017,Office Supplies,16.656
11/2/2018,Office Supplies,20.7
20/09/2017,Office Supplies,83.7
24/09/2018,Furniture,199.8
27/03/2018,Office Supplies,45.68
27/03/2018,Office Supplies,110.96
27/03/2018,Office Supplies,11.94
2/2/2017,Technology,8749.95
2/2/2017,Office Supplies,36.4
2/2/2017,Furniture,18.69
7/7/2018,Office Supplies,5.94
23/10/2016,Office Supplies,60.736
23/10/2016,Technology,479.976
23/10/2016,Office Supplies,6.08
2/12/2017,Technology,165.6
5/3/2015,Office Supplies,59.52
5/3/2015,Technology,479.97
5/3/2015,Office Supplies,18.62
5/3/2015,Office Supplies,49.632
5/3/2015,Office Supplies,97.82
1/3/2016,Technology,15.984
1/3/2016,Furniture,184.752
20/02/2015,Office Supplies,12.96
2/5/2017,Furniture,366.744
8/3/2017,Office Supplies,8.856
8/3/2017,Technology,27.96
8/3/2017,Office Supplies,146.352
11/12/2016,Technology,175.23
11/12/2016,Technology,125.99
11/12/2016,Office Supplies,23
22/12/2017,Office Supplies,25.584
2/2/2017,Furniture,73.784
5/6/2018,Office Supplies,20.736
21/08/2016,Office Supplies,17.52
21/08/2016,Office Supplies,35.76
7/4/2017,Office Supplies,3.64
4/6/2018,Furniture,30.336
4/12/2018,Furniture,12.99
4/12/2018,Furniture,182.22
4/12/2018,Furniture,302.94
11/1/2017,Furniture,54.992
1/4/2017,Technology,12.99
21/09/2018,Office Supplies,55.86
16/03/2018,Technology,44.376
16/03/2018,Furniture,51.264
16/03/2018,Office Supplies,5.193
16/03/2018,Technology,159.984
16/03/2018,Office Supplies,54.224
10/11/2018,Furniture,241.424
30/11/2017,Office Supplies,33.36
30/11/2017,Office Supplies,13.76
30/11/2017,Office Supplies,496.86
30/11/2017,Furniture,389.97
13/01/2016,Office Supplies,9.82
16/05/2015,Technology,56.4
7/6/2016,Office Supplies,18.312
7/6/2016,Office Supplies,25.92
7/6/2016,Office Supplies,8.016
9/3/2018,Technology,479.984
9/3/2018,Office Supplies,30.84
22/12/2016,Office Supplies,33.568
22/12/2016,Furniture,422.625
6/8/2015,Technology,199.98
27/03/2017,Furniture,20.24
27/03/2017,Furniture,39.92
27/03/2017,Office Supplies,32.54
5/12/2016,Technology,39
5/12/2016,Office Supplies,12.6
11/9/2016,Furniture,24.64
17/07/2016,Office Supplies,6.264
17/07/2016,Office Supplies,14.432
30/05/2015,Technology,719.976
13/11/2018,Technology,239.92
9/12/2017,Furniture,1056.86
22/03/2016,Technology,447.944
22/03/2016,Office Supplies,150.408
23/12/2017,Technology,453.576
23/12/2017,Office Supplies,45.36
23/12/2017,Technology,287.88
23/12/2017,Technology,131.88
23/12/2017,Furniture,2.328
2/4/2017,Furniture,1454.9
30/04/2018,Office Supplies,4.842
30/04/2018,Furniture,220.704
17/11/2017,Technology,67.176
17/11/2017,Office Supplies,15.232
10/11/2017,Office Supplies,31.104
6/12/2017,Office Supplies,968.744
6/12/2017,Office Supplies,222.352
6/12/2017,Technology,479.984
3/4/2017,Office Supplies,10.272
28/11/2015,Technology,998.85
20/10/2016,Office Supplies,24.56
19/09/2015,Office Supplies,5.67
27/08/2018,Office Supplies,14.336
3/7/2018,Furniture,102.3
22/12/2018,Furniture,607.52
22/12/2018,Office Supplies,31.16
27/12/2017,Office Supplies,2.61
20/05/2015,Furniture,10.332
20/05/2015,Office Supplies,10.368
20/05/2015,Technology,20.784
20/05/2015,Office Supplies,66.96
4/2/2015,Office Supplies,17.248
9/12/2018,Office Supplies,11.088
11/7/2018,Technology,1287.45
11/7/2018,Office Supplies,168.1
15/05/2016,Office Supplies,51.968
29/01/2018,Office Supplies,4.768
29/09/2018,Office Supplies,7.98
23/04/2018,Office Supplies,18.688
23/04/2018,Furniture,11.664
9/11/2018,Technology,191.976
9/11/2018,Technology,499.168
5/5/2015,Office Supplies,11.88
5/5/2015,Office Supplies,35.44
27/10/2017,Office Supplies,67.136
26/11/2015,Office Supplies,4.32
26/11/2015,Office Supplies,14.94
26/11/2015,Office Supplies,40.54
26/11/2015,Office Supplies,7.312
31/12/2015,Technology,475.944
3/1/2017,Technology,30.08
3/1/2017,Technology,165.6
3/1/2017,Technology,180.96
18/08/2018,Technology,23.18
4/6/2015,Furniture,56.96
4/6/2015,Office Supplies,15.56
4/6/2015,Furniture,353.568
4/6/2015,Furniture,13.96
13/11/2018,Technology,82.95
28/01/2017,Office Supplies,39.68
9/11/2017,Technology,479.97
10/9/2017,Office Supplies,7.38
10/9/2017,Office Supplies,14.256
10/9/2017,Office Supplies,81.98
10/9/2017,Office Supplies,39.624
3/3/2018,Furniture,399.672
8/9/2018,Office Supplies,65.12
6/11/2018,Furniture,30.56
13/05/2018,Office Supplies,20.768
27/11/2017,Office Supplies,39.808
13/11/2016,Office Supplies,121.104
13/11/2016,Technology,111.96
8/12/2016,Office Supplies,15.696
7/9/2016,Office Supplies,70.26
7/9/2016,Technology,90
7/9/2016,Office Supplies,6.096
7/9/2016,Furniture,481.176
7/9/2016,Office Supplies,7.24
28/07/2017,Furniture,177.45
28/07/2017,Office Supplies,1369.764
28/07/2017,Office Supplies,9.48
25/08/2018,Furniture,130.98
30/04/2015,Office Supplies,174.95
30/04/2015,Office Supplies,826
27/04/2018,Furniture,139.58
23/07/2018,Technology,399.95
13/12/2015,Office Supplies,12.39
12/1/2018,Office Supplies,760.98
2/12/2018,Office Supplies,67.86
8/11/2016,Office Supplies,31.504
8/11/2016,Office Supplies,5.04
8/11/2016,Office Supplies,39.879
8/11/2016,Furniture,4.712
25/11/2017,Furniture,194.352
5/12/2016,Furniture,97.424
29/07/2017,Office Supplies,704.76
29/07/2017,Office Supplies,27.396
13/09/2015,Office Supplies,5.7
13/09/2015,Furniture,14.19
13/09/2015,Office Supplies,7.3
13/09/2015,Technology,199.98
13/09/2015,Technology,144.96
13/09/2015,Technology,118
13/09/2015,Office Supplies,48.94
13/09/2015,Office Supplies,22.66
21/06/2017,Office Supplies,0.836
3/9/2017,Office Supplies,30.96
25/11/2018,Furniture,723.92
12/5/2016,Furniture,21.968
12/5/2016,Technology,619.152
12/5/2016,Office Supplies,127.904
30/03/2018,Furniture,94.2
17/11/2017,Office Supplies,49.5
30/12/2017,Office Supplies,16.52
22/12/2017,Office Supplies,55.36
22/12/2017,Technology,11.56
20/12/2016,Office Supplies,17.12
27/12/2015,Furniture,182.352
27/12/2015,Office Supplies,118.16
16/02/2018,Office Supplies,18.368
16/02/2018,Furniture,600.558
16/02/2018,Office Supplies,50.352
16/02/2018,Office Supplies,28.032
16/02/2018,Furniture,7.692
24/10/2018,Furniture,517.405
2/9/2017,Office Supplies,8.608
2/9/2017,Technology,159.56
1/12/2017,Office Supplies,2104.55
1/12/2017,Office Supplies,40.7
5/11/2015,Technology,47.79
25/11/2018,Office Supplies,5.16
16/12/2017,Technology,21.21
14/11/2018,Office Supplies,96.36
26/06/2017,Office Supplies,231.72
26/06/2017,Office Supplies,17.9
26/06/2017,Office Supplies,12.48
26/12/2015,Office Supplies,8.016
14/08/2017,Technology,259.896
14/08/2017,Technology,247.188
14/08/2017,Technology,279.96
24/10/2017,Technology,450
23/08/2015,Office Supplies,19.44
15/09/2018,Furniture,300.904
15/06/2018,Technology,239.976
15/06/2018,Furniture,31.168
15/06/2018,Furniture,120.96
15/06/2018,Technology,2239.936
15/06/2018,Office Supplies,76.608
15/06/2018,Office Supplies,142.776
15/06/2018,Office Supplies,91.36
1/3/2016,Office Supplies,3.552
23/07/2017,Technology,115.136
1/10/2015,Office Supplies,4.71
8/9/2015,Furniture,172.764
8/9/2015,Office Supplies,3.52
16/11/2015,Technology,79.968
16/11/2015,Furniture,305.9745
16/11/2015,Office Supplies,344.91
3/3/2015,Furniture,626.352
3/12/2016,Furniture,359.499
11/7/2018,Technology,71.952
11/7/2018,Office Supplies,29.8
16/11/2018,Office Supplies,1.824
12/6/2017,Office Supplies,64.384
12/6/2017,Furniture,6.984
12/6/2017,Office Supplies,11.264
12/6/2017,Office Supplies,15.552
12/6/2017,Furniture,379.372
12/6/2017,Office Supplies,67.536
12/6/2017,Office Supplies,1.524
29/12/2017,Office Supplies,37.408
29/12/2017,Office Supplies,25.344
18/03/2018,Office Supplies,46.2
27/12/2016,Technology,4.728
27/12/2016,Furniture,53.352
27/12/2016,Furniture,131.104
27/12/2016,Office Supplies,22.512
27/12/2016,Technology,72.744
31/07/2016,Office Supplies,52.59
27/06/2018,Office Supplies,19.44
27/06/2018,Furniture,126.3
27/06/2018,Technology,1287.45
7/2/2015,Office Supplies,64.96
4/9/2017,Office Supplies,535.41
6/4/2018,Office Supplies,8.1
8/12/2018,Office Supplies,13.248
8/12/2018,Technology,83.988
24/07/2017,Office Supplies,73.2
9/11/2016,Office Supplies,10.74
2/10/2016,Furniture,11.032
2/10/2016,Technology,53.04
